,Review,Review_norm
223,pesan dari tanggal februari barang pesan yang dikirim sudah ada video unboxing dan komplain tapi diproses lama tanggal baru direspon minta dicancel complain agar bisa direspon sampai tanggal februari masih tidak ada kejelasan ini sih harus diselidiki pegawainya soalnya banyak yg komplain tentang barang tidak lengkap,pesan dari tanggal februari barang pesan yang dikirim sudah ada video unboxing dan komplain tapi diproses lama tanggal baru direspon meminta dicancel complain agar bisa direspon sampai tanggal februari masih tidak ada kejelasan ini sih harus diselidiki pegawainya soalnya banyak yang komplain tentang barang tidak lengkap
224,pesan yang serum vitamin  malah dikirim retinol jadi sedikit kecewa,pesan yang serum vitamin  malah dikirim retinol jadi sedikit kecewa
225,barang tidak sesuai gabisa klaim garansi karna memang ga menyiapkan video unboxing baru ini pesanan saya salah dan baru kali ini ngasih bintang karna kecewa tolong lain kali lebih teliti,barang tidak sesuai enggak bisa klaim garansi karena memang enggak menyiapkan video unboxing baru ini pesanan saya salah dan baru kali ini mengasih bintang karena kecewa tolong lain kali lebih teliti
226,barang twinpack dikirim cuman dikomplain sudah ada video unboxing minta dibatalkan supaya lewat chat saja  penanganan sampe minggu ga dikirim juga yang kurangnya customer service serasa robot jawabannya cuman ditunggu ditunggu aja sampe sekarang saya pindah rumah pun masih belum nyampe itu paket wkkw kapok beli di official store ini buat kalian yang baca ini kalau ada barang kurang atau salah komplainnya mending lewat sistem biar ada tenggat waktu jangan mau lewat chat ya cukup saya aja yang diginikan,barang twinpack dikirim cuman dikomplain sudah ada video unboxing meminta dibatalkan supaya lewat chat saja  penanganan sampai minggu enggak dikirim juga yang kurangnya customer service serasa robot jawabannya cuman ditunggu ditunggu saja sampai sekarang saya pindah rumah pun masih belum sampai itu paket wkkw kapok beli di official store ini buat kalian yang baca ini kalau ada barang kurang atau salah komplainnya mending lewat sistem biar ada tenggat waktu jangan mau lewat chat ya cukup saya saja yang dibeginikan
227,produknya sangat bagus tapi salah kirim dan prosesnya ribet user yg salah kirim konsumen yg di ribetin,produknya sangat bagus tapi salah kirim dan prosesnya ribet user yang salah kirim konsumen yang di ribetin
228,beli yang paket twins sunscreen harusnya yang datang pcs tapi nyata nya yang datang hanya pcs gak amanah sekali toko ekspidisi nya,beli yang paket twins sunscreen harusnya yang datang pcs tapi nyata nya yang datang hanya pcs enggak amanah sekali toko ekspidisi nya
229,saya pesan produk yang datang cuma nya lagi kotak kosong,saya pesan produk yang datang cuma nya lagi kotak kosong
230,proses penjual sangat lama pengiriman melebihi estimasi waktu pengiriman,proses penjual sangat lama pengiriman melebihi estimasi waktu pengiriman
231,ternyata bukan melembabkan tp malah bikin kering dan sampe bibir ku pecah parah padhl sblumnya ga pernah segininya trus juga lebih kaya liptint sih ga paham kesel bgt smpe pecah perihsorry ya tp ini review jujur boleh donk klo sunscreen ny si cocok dn ku kasi bintang,ternyata bukan melembabkan tapi malah bikin kering dan sampai bibir ku pecah parah padahal sblumnya enggak pernah segininya terus juga lebih kayak liptint sih enggak paham kesel banget sampai pecah perihsorry ya tapi ini review jujur boleh dong kalo sunscreen nya sih cocok dan ku kasih bintang
232,ciki ciki puki kurirnya peak,ciki ciki puki kurirnya peak
233,wow niat sekali packingnya bahkan sehelai bubblewarp aj tidak dikasi pake kodam pasti buat ngelindungin paketnya keren banget official azarinenya terbaik memang,wow niat sekali packingnya bahkan sehelai bubblewarp saja tidak dikasih pakai kodam pasti buat ngelindungin paketnya keren banget official azarinenya terbaik memang
234,mohon maaf sedikit kaget pas liat barang datang gak ada bonusnya serum mungkin persediaannya sudah habis tapi buat saran seandainya memang gak berkenan memberikan serum gratisan mending di deskripsi jangan dituliskan meskipun ada keterangan selama persediaan masih ada tetap konsumen akan berharap barangnya ada kemarin pilih paketan ini berharap dpt serum anti aging juga sebuah perusahaan besar rasanya agak gak mungkin kehabisan stok kan ada control bagian produksi terima kasih dan mohon maaf sebelumnya,mohon maaf sedikit kaget pas lihat barang datang enggak ada bonusnya serum mungkin persediaannya sudah habis tapi buat saran seandainya memang enggak berkenan memberikan serum gratisan mending di deskripsi jangan dituliskan meskipun ada keterangan selama persediaan masih ada tetap konsumen akan berharap barangnya ada kemarin pilih paketan ini berharap dapat serum anti aging juga sebuah perusahaan besar rasanya agak enggak mungkin kehabisan stok kan ada control bagian produksi terima kasih dan mohon maaf sebelumnya
235,barang tdk ada,barang tidak ada
236,kecewa aku udah pesan dari seminggu yg lalu trus pas pas pas paketnya dateng barangnya gak ada,kecewa aku sudah pesan dari seminggu yang lalu terus pas pas pas paketnya datang barangnya enggak ada
237,ini di kasih barang bekas atau gmn kok isinya sangat sedikitttt sekali  pemakaian sudah mau habis dari pertama buka juga tidak full cairan di pipet gilak zonk bgt,ini di kasih barang bekas atau bagaimana kok isinya sangat sedikitttt sekali  pemakaian sudah mau habis dari pertama buka juga tidak full cairan di pipet gila zonk banget
238,oke,oke
239,saya pesan sunscreen sama night cream tapi ga di kirim night cream nya,saya pesan sunscreen sama night cream tapi enggak di kirim night cream nya
240,pengiriman lama banget,pengiriman lama banget
241,beli hari minggu hari sabtu baru sampai,beli hari minggu hari sabtu baru sampai
242,pengiriman nya lama yang butuh cepet ga rekomen,pengiriman nya lama yang butuh cepat enggak rekomen
243,penjual terlalu lama mengepack dan mengirim barang ke jasa kurir sehingga terjadi keterlambatan barang datang tidak sesuai estimasi,penjual terlalu lama mengepack dan mengirim barang ke jasa kurir sehingga terjadi keterlambatan barang datang tidak sesuai estimasi
244,penjual terlalu lama mengepack dan mengirim barang ke jasa kurir sehingga terjadi keterlambatan datang tidak sesuai estimasi,penjual terlalu lama mengepack dan mengirim barang ke jasa kurir sehingga terjadi keterlambatan datang tidak sesuai estimasi
245,pengirim terlalu lama mengepack dan memasukkan ke jasa kurir jadi datangnya terlambat tidak sesuai estimasi,pengirim terlalu lama mengepack dan memasukkan ke jasa kurir jadi datangnya terlambat tidak sesuai estimasi
246,penjual terlalu lama mengepack barang dan mengirim ke jasa kurir sehingga pengiriman barang terlambat dan tidak sesuai estimasi,penjual terlalu lama mengepack barang dan mengirim ke jasa kurir sehingga pengiriman barang terlambat dan tidak sesuai estimasi
247,isi sunscreen dikit banget gk ada setengahnya seperti bekas pakai mohon seller yang jujur dan lebih teliti padahal official store loh,isi sunscreen dikit banget enggak ada setengahnya seperti bekas pakai mohon seller yang jujur dan lebih teliti padahal official store loh
248,yang di pesan apa yg sampai beda paling males belanja ngehabisin waktu kirim balik dsb ribet,yang di pesan apa yang sampai beda paling malas belanja ngehabisin waktu kirim balik dsb ribet
249,pesen hydramax  yg dateng hydrashoote huft,pesan hydramax  yang datang hydrashoote huft
250,yg diorder hydrama   spf tapi dikirim hydrosoothe spf,yang diorder hydrama   spf tapi dikirim hydrosoothe spf
251,saya gak nerima barangnya udah terima waktu itu kosong gaada isinya saya udah return trs minta di resend gak diresend gila,saya enggak menerima barangnya sudah terima waktu itu kosong enggak ada isinya saya sudah return terus meminta di resend enggak diresend gila
252,jangan pake sicepat deh lama,jangan pakai sicepat deh lama
253,bener lama pesen dari tgl nyampe tgl,benar lama pesan dari tanggal sampai tanggal
254,barang yang dikirim tidak sesuai dan jumlahnya kurang mengajukan komplain juga tidak ditanggapi jelek sekali pelayanannya,barang yang dikirim tidak sesuai dan jumlahnya kurang mengajukan komplain juga tidak ditanggapi jelek sekali pelayanannya
255,kemasan yang di kirim sudah tidak tersegel berasa beli barang second,kemasan yang di kirim sudah tidak tersegel berasa beli barang second
256,karena udah repurchase sama ni barang jadi pede aja pas barang sampe langsung set di tokopedia status selesai pas buka barangnya ternyata cuma gw pesen padahal di chat tokonya kaga balas lewat resmi nya juga suruh chat sini ga ada feedback sama sekali dari azarine gak lagi deh pesen,karena sudah repurchase sama nih barang jadi percaya diri saja pas barang sampai langsung set di tokopedia status selesai pas buka barangnya ternyata cuma gue pesan padahal di chat tokonya kagak balas lewat resmi nya juga suruh chat sini enggak ada feedback sama sekali dari azarine enggak lagi deh pesan
257,bikin herawatan,bikin herawatan
258,tube gabisa ditutup,tube enggak bisa ditutup
259,kardus penyok,kardus penyok
260,kemasan ala kadarnya cuma kardus aja kemudian yang paling saya sesalkan pengiriman yang sangat lama hampir bulan padahal saya posisi di jakarta maaf ya gak lagi beli disini,kemasan ala kadarnya cuma kardus saja kemudian yang paling saya sesalkan pengiriman yang sangat lama hampir bulan padahal saya posisi di jakarta maaf ya enggak lagi beli disini
261,nggak cocok sama sekali malah jadi kusam dan ngga sehat kulit aku banyak yg bilang hasilnya kusam dan ternyata bener walau jerawat kepes nya cepet kulit mati makin numpuk sebel pdhal sebelumnya ga pernah,enggak cocok sama sekali malah jadi kusam dan enggak sehat kulit aku banyak yang bilang hasilnya kusam dan ternyata benar walau jerawat kepes nya cepat kulit mati makin numpuk sebel padahal sebelumnya enggak pernah
262,ga lagi deh beli disini kapok udah mah dikirimnya lama barangnya ga lengkap pula respon bales chatnya juga luamaaa buangetttt,enggak lagi deh beli disini kapok sudah mah dikirimnya lama barangnya enggak lengkap pula respon balas chatnya juga luamaaa buangetttt
263,isi nya dikit bangat kaya bekas bisa di lihat lah ya  gambar nya juga bukan baru kecewa bngt si pdhal official stor nya apa sengaja ya yg packing nya jail sehingga  kasih barang yg bekas baru kali ini belanja  official store nya sangat tidak amanah,isi nya dikit banget kayak bekas bisa di lihat lah ya  gambar nya juga bukan baru kecewa banget sih padahal official stor nya apa sengaja ya yang packing nya jail sehingga  kasih barang yang bekas baru kali ini belanja  official store nya sangat tidak amanah
264,ko warna nya beda sama yg sebelum nya aku beli aku ga pernah beli ditempat yg ga ofc selalu ofc tp kenapa warna nya beda beda jadi ngeri,kok warna nya beda sama yang sebelum nya aku beli aku enggak pernah beli ditempat yang enggak ofc selalu ofc tapi kenapa warna nya beda beda jadi ngeri
265,packaging hanya dibungkus kardus tidak pakai bubble wrap samasekali padahal pengimanan cukup jauh sidoarjo ke bogor di halaman tokopedia tertera bahwa toko buka hari jam tapi ternyata setelah dikonfirmasi ke admin toko tidak beroperasi di sabtu minggu mohon di update di halaman toko untuk jam operasionalnya barang ternyata tidak ready stock dan membutuhkan waktu proses hari kerja dan bahkan bisa lebih lama jika ada kendala saya tidak tahu akan hal ini karna tidak diberi info di halaman produk saya harus bertanya ke admin untuk mendapat informasi ini jika membutuhkan waktu minimal hari kerja untuk diproses tolong diberikan keterangan di halaman produk,packaging hanya dibungkus kardus tidak pakai bubble wrap samasekali padahal pengimanan cukup jauh sidoarjo ke bogor di halaman tokopedia tertera bahwa toko buka hari jam tapi ternyata setelah dikonfirmasi ke admin toko tidak beroperasi di sabtu minggu mohon di update di halaman toko untuk jam operasionalnya barang ternyata tidak ready stock dan membutuhkan waktu proses hari kerja dan bahkan bisa lebih lama jika ada kendala saya tidak tahu akan hal ini karena tidak diberi info di halaman produk saya harus bertanya ke admin untuk mendapat informasi ini jika membutuhkan waktu minimal hari kerja untuk diproses tolong diberikan keterangan di halaman produk
266,packaging hanya dibungkus kardus tidak pakai bubble wrap samasekali padahal pengimanan cukup jauh sidoarjo ke bogor di halaman tokopedia tertera bahwa toko buka hari jam tapi ternyata setelah dikonfirmasi ke admin toko tidak beroperasi di sabtu minggu mohon di update di halaman toko untuk jam operasionalnya barang ternyata tidak ready stock dan membutuhkan waktu proses minimal hari kerja dan bahkan bisa lebih lama jika ada kendala saya tidak tahu akan hal ini karna tidak diberi info di halaman produk saya harus bertanya ke admin untuk mendapat informasi ini jika membutuhkan waktu minimal hari kerja untuk diproses tolong diberikan keterangan di halaman produk,packaging hanya dibungkus kardus tidak pakai bubble wrap samasekali padahal pengimanan cukup jauh sidoarjo ke bogor di halaman tokopedia tertera bahwa toko buka hari jam tapi ternyata setelah dikonfirmasi ke admin toko tidak beroperasi di sabtu minggu mohon di update di halaman toko untuk jam operasionalnya barang ternyata tidak ready stock dan membutuhkan waktu proses minimal hari kerja dan bahkan bisa lebih lama jika ada kendala saya tidak tahu akan hal ini karena tidak diberi info di halaman produk saya harus bertanya ke admin untuk mendapat informasi ini jika membutuhkan waktu minimal hari kerja untuk diproses tolong diberikan keterangan di halaman produk
267,pengiriman lama disemprotkan gak bisa merata,pengiriman lama disemprotkan enggak bisa merata
268,pengemasan amat sangat lama bgtu di chat minta  cancel aja gak lama lgsg dikirim pelayanannya sangat buruk,pengemasan amat sangat lama begitu di chat meminta  cancel saja enggak lama langsung dikirim pelayanannya sangat buruk
269,beli paket bundling tp serum  white nya  ada mlh dpt eye cream  laporin ke admin nya hrs video bla bla bla ribet  garcep,beli paket bundling tapi serum  white nya  ada malah dapat eye cream  laporin ke admin nya harus video bla bla bla ribet  garcep
270,sop yang payah untuk mesan harus nunggu hari kerja baru dikirim toko sekelas os loh mungkin harus ditingkatkan lagi soal pengiriman dan juga kalau di chat slow respon dari segi barang apakah cocok atau tidak mungkin nnti di re eorder,sop yang payah untuk mesan harus menunggu hari kerja baru dikirim toko sekelas os loh mungkin harus ditingkatkan lagi soal pengiriman dan juga kalau di chat slow respon dari segi barang apakah cocok atau tidak mungkin nanti di re eorder
271,barang tiba dalam keadaan penyok semua kardus nya dan barang nya pun ikutan penyok,barang tiba dalam keadaan penyok semua kardus nya dan barang nya pun ikutan penyok
272,tipe kulit acne prone berminyak sorry sharing pengalaman aja awalnya tertarik karna emang claim nya skincare acne tapi setelah digunakan malah semakin parah pemakaian sudah di kurangi pake beberapa produk aja tapi tak ada perubahan ke arah baik setelah stop pemakaian kulit kembali membaik,tipe kulit acne prone berminyak sorry sharing pengalaman saja awalnya tertarik karena memang claim nya skincare acne tapi setelah digunakan malah semakin parah pemakaian sudah di kurangi pakai beberapa produk saja tapi tak ada perubahan ke arah baik setelah stop pemakaian kulit kembali membaik
273,barangnya ga sampe ga tau udah komplain berkali di csnya tokopedia ga ada yang dateng udah komplain ke azarin ga ada solusi juga udah telopon cs si cepat ga ada solusi juga udah abisin pulsa ampir rbu tetep aja paket ga sampe sampe sekarang maaf aku kasih bintang apa adanya sesuai saolnya baranf ga aku terima sama sekali,barangnya enggak sampai enggak tau sudah komplain berkali di csnya tokopedia enggak ada yang datang sudah komplain ke azarin enggak ada solusi juga sudah telopon customer service sih cepat enggak ada solusi juga sudah abisin pulsa ampir rbu tetap saja paket enggak sampai sampai sekarang maaf aku kasih bintang apa adanya sesuai saolnya baranf enggak aku terima sama sekali
274,barangnya tidak sampai pesan brg lipcream dan tone up yg dtg kardusnya besar isinya lipcream aja tidak tahu kesalahannya ada  kurir atau bagaimana ttp mengecewakan sih packingnya bikin barang mudah keluar udh acakan,barangnya tidak sampai pesan barang lipcream dan tone up yang datang kardusnya besar isinya lipcream saja tidak tahu kesalahannya ada  kurir atau bagaimana tetap mengecewakan sih packingnya bikin barang mudah keluar sudah acakan
275,paketan saya yang acne kurang produk kecewa banget pengiriman super lambat,paketan saya yang acne kurang produk kecewa banget pengiriman super lambat
276,susah si bersihkan,susah sih bersihkan
277,saya kecewa karena barang yg dikirim kurang tidak sesuai dgn deskripsi udah gitu penjualnya susah banget dihubunginya makanya saya gak tau produknya bagus atau tidak karena barang yg saya butuh malah tidak dikirim,saya kecewa karena barang yang dikirim kurang tidak sesuai dengan deskripsi sudah begitu penjualnya susah banget dihubunginya makanya saya enggak tau produknya bagus atau tidak karena barang yang saya butuh malah tidak dikirim
278,pelayanannya waduh,pelayanannya waduh
279,tidak diterima,tidak diterima
280,tidak cocok di wajah,tidak cocok di wajah
281,hasilnya kurang memuaskan,hasilnya kurang memuaskan
282,mesennya paket whitening serum day cream ama night cream yg dateng sunscreen lahh aneh bnget ga jelas ampun deh payaahhh,mesennya paket whitening serum day cream sama night cream yang datang sunscreen lah aneh banget enggak jelas ampun deh payaahhh
283,penjual sangat no respon pengiriman samapi hari ngga nyampe barang tidak sya terima tapi dana sudah diterima penjual,penjual sangat no respon pengiriman samapi hari enggak sampai barang tidak saya terima tapi dana sudah diterima penjual
284,pembeli no respon sama sekali pengiriman sampai hari ga ada nampak datang tapi dana sudah otomatis ke penjual tolong selesaikan,pembeli no respon sama sekali pengiriman sampai hari enggak ada menampak datang tapi dana sudah otomatis ke penjual tolong selesaikan
285,bilangx bisa cod ternyata gk bisa,bilangx bisa cod ternyata enggak bisa
286,debuan paraaaah dalem dus pula debuan nya,debuan paraaaah dalem dus pula debuan nya
287,gimana ceritanya ini segelnya udh kebuka kecewa bgt,bagaimana ceritanya ini segelnya sudah kebuka kecewa banget
288,produk di pakai ada kesan berkinyak muka gossy,produk di pakai ada kesan berkinyak muka gossy
289,pertama kalinya saya nemu official store yang kirim paket ga niat sama sekali kayak gini,pertama kalinya saya nemu official store yang kirim paket enggak niat sama sekali kayak begini
290,serum retinol katanya menghilangkan flex tapi saya pakai kenapa malah flex nya jadi lebih tebal hitam,serum retinol katanya menghilangkan flex tapi saya pakai kenapa malah flex nya jadi lebih tebal hitam
291,baik tim tokopedia nya atau penjual nya juga sama aja estimasi maksimal kedatangan barang di tanggal agustus sudah dibuatkan laporan komplain dan barang baru sampai di rumah di tanggal agustus padahal saya pesan barangnya dari tanggal agustus tidak ada respon sama sekali dari kedua belah pihak,baik tim tokopedia nya atau penjual nya juga sama saja estimasi maksimal kedatangan barang di tanggal agustus sudah dibuatkan laporan komplain dan barang baru sampai di rumah di tanggal agustus padahal saya pesan barangnya dari tanggal agustus tidak ada respon sama sekali dari kedua belah pihak
292,sorry bad review ini soal pelayanan bukan barang sudah mengajukan pembatalan sebelum diproses tapi penjual menolak pembatalan dan langsung diproses lain kali jangan maksa pembeli ya gak baik jualan begini seller lain kalo dibatalin bisa tuh padahal udah diproses ini belom diproses kok gak bisa dibatalin cukup sekali ini aja belanja disini dapat pelayanan yg sama sekali ga memuaskan,sorry bad review ini soal pelayanan bukan barang sudah mengajukan pembatalan sebelum diproses tapi penjual menolak pembatalan dan langsung diproses lain kali jangan maksa pembeli ya enggak baik jualan begini seller lain kalo dibatalin bisa tuh padahal sudah diproses ini belum diproses kok enggak bisa dibatalin cukup sekali ini saja belanja disini dapat pelayanan yang sama sekali enggak memuaskan
293,kurir kirim hanya tulis penerima resepsionis dan resepsionis di gedung tujuan ada banyak sampai saat ini belum terima barang alias anggep aja hilang,kurir kirim hanya tulis penerima resepsionis dan resepsionis di gedung tujuan ada banyak sampai saat ini belum terima barang alias anggep saja hilang
294,pesen datengnya tapi overall baguss,pesan datengnya tapi overall bagus
295,bocor gaes numplek serumnya pas unboxing kok kyk ada yg basah  beneran pas dibuka kardus serumnya udah lecek dan pas buka segelnya biyuuh tutupnya miring kek menara di italy keknya itu dr mesin pabriknya yg otomatis,bocor gaes numplek serumnya pas unboxing kok kayak ada yang basah  benaran pas dibuka kardus serumnya sudah lecek dan pas buka segelnya biyuuh tutupnya miring kayak menara di italy kayaknya itu dari mesin pabriknya yang otomatis
296,hai azarine agak kecewa sih ya pas beli ini dibarengin sm barang yg banyak harusnya beli tapi cuma dikirim si acne gentle washnya dan salahnya ga bikin video unboxingnya tp langsung sy foto abis bongkar dus next time harus teliti lagi ya jadi customer ga dirugikan sudah info ke cs dan cs balesnya ramah dan udh ngasih alamat sgala macem tp barang yg kurang ga dikirim juga sudah hampir bulan sejak pembelian agak kapok ya jadinya kalo beli langsung banyak sorry kasih bintang padahal produknya sudah sangat cocok dan bagus,hai azarine agak kecewa sih ya pas beli ini dibarengin sama barang yang banyak harusnya beli tapi cuma dikirim sih acne gentle washnya dan salahnya enggak bikin video unboxingnya tapi langsung saya foto habis bongkar dus next time harus teliti lagi ya jadi customer enggak dirugikan sudah info ke customer service dan customer service balesnya ramah dan sudah mengasih alamat sgala macam tapi barang yang kurang enggak dikirim juga sudah hampir bulan sejak pembelian agak kapok ya jadinya kalo beli langsung banyak sorry kasih bintang padahal produknya sudah sangat cocok dan bagus
297,pengirimannya sangat lamban butuh hr setelah pemesanan baru dikirim skrg lg reorder ke kalinya tp di toko oren sampe hr baru dikirim saran aja yg mau reorder harus punya alternatif produk lain percuma juga kalo produk bagus tp pemakaian jd gak konsisten,pengirimannya sangat lamban butuh hari setelah pemesanan baru dikirim sekarang lagi reorder ke kalinya tapi di toko oren sampai hari baru dikirim saran saja yang mau reorder harus punya alternatif produk lain percuma juga kalo produk bagus tapi pemakaian jadi enggak konsisten
298,pengiriman barang saya tidak diinfo kalau salah produk saat ini terkendala uang saya di hold toped,pengiriman barang saya tidak diinfo kalau salah produk saat ini terkendala uang saya di hold toped
299,maaf ya saya sangat jarang kasih bintang tapi dari pembayaran hingga diproses dan dikirim makan waktu hari tanpa ada konfirmasi atau usaha komunikasi dari seller untuk menjelaskan kenapa kalau memang barang kosong juga harusnya bisa message dulu apalagi ini official store saya beli karena sedang diskon jadi rupiah mungkin karena harga rupiah itulah seller menganggap tidak penting pembelinya alangkah baiknya tetap berikan pelayanan terbaik walaupun barang dijual dengan harga diskon review produknya baru sekali pakai belum ada hasil apa tekstur tidak lengket tapi sepertinya kurang melembabkan,maaf ya saya sangat jarang kasih bintang tapi dari pembayaran hingga diproses dan dikirim makan waktu hari tanpa ada konfirmasi atau usaha komunikasi dari seller untuk menjelaskan kenapa kalau memang barang kosong juga harusnya bisa message dulu apalagi ini official store saya beli karena sedang diskon jadi rupiah mungkin karena harga rupiah itulah seller menganggap tidak penting pembelinya alangkah baiknya tetap berikan pelayanan terbaik walaupun barang dijual dengan harga diskon review produknya baru sekali pakai belum ada hasil apa tekstur tidak lengket tapi sepertinya kurang melembabkan
300,benar not recommended buat seukuran ofc store ya pengemasan super dupee lama melebihi eatimasi packing biasa bgt tidak pake buble warp hanya kardus,benar not recommended buat seukuran ofc store ya pengemasan super dupee lama melebihi eatimasi packing biasa banget tidak pakai buble warp hanya kardus
301,bukan barangnya yang bikin kecewa tapi pelayanannya sekelas official store azarine pelayanannya buruk bgt pesanan lama bgt ngga dikirim di chat kali juga ngga dibales  bales pas barangnya udah sampe telat di mention di twitter juga ngga di respon kalo buat kurirnya jasa pengirimannya cepet padahal udah ada beberapa yg komplain tapi juga nggaada perbaikan,bukan barangnya yang bikin kecewa tapi pelayanannya sekelas official store azarine pelayanannya buruk banget pesanan lama banget enggak dikirim di chat kali juga enggak dibales  balas pas barangnya sudah sampai telat di mention di twitter juga enggak di respon kalo buat kurirnya jasa pengirimannya cepat padahal sudah ada beberapa yang komplain tapi juga nggaada perbaikan
302,bocor ditengah jalan alias gak selamat sampai di tempat packing kerdus jg rusak sudah tahu jualan skincare kenapa packingnya gak niat saya chat minta tukar barang juga gak dibalas kecewa sekali,bocor ditengah jalan alias enggak selamat sampai di tempat packing kerdus juga rusak sudah tahu jualan skincare kenapa packingnya enggak niat saya chat meminta tukar barang juga enggak dibalas kecewa sekali
303,di luar barangnya yg bagus pelayanannya super duper jelek pengiriman lama bgt padahal sama sidoarjo dikirim  berapa jam sebelum pembatalan otomatis sangat jauh dr perkiraan sampai chat tidak segera dibalas mohon diperbaiki layanannya ini os lho masak mengecewakan sekali pelayanannya,di luar barangnya yang bagus pelayanannya super duper jelek pengiriman lama banget padahal sama sidoarjo dikirim  berapa jam sebelum pembatalan otomatis sangat jauh dari perkiraan sampai chat tidak segera dibalas mohon diperbaiki layanannya ini os lho masak mengecewakan sekali pelayanannya
304,paket sampe dalam waktu hari termasuk lama bgt karna aku lokasi jakarta trs pesenan galengkap tp ga sempet videoin karna gak mikir bakal kurang items gini yaudahlah ikhlas aja,paket sampai dalam waktu hari termasuk lama banget karena aku lokasi jakarta terus pesanan galengkap tapi enggak sempat videoin karena enggak mikir bakal kurang items begini yaudahlah ikhlas saja
305,barang gak dikirim pesen items yg dikirim cuma gak jelekin ya,barang enggak dikirim pesan items yang dikirim cuma enggak menjelekkan ya
306,pengirimannya lama,pengirimannya lama
307,lama banget,lama banget
308,langsung muncul jerawat kecil dan jerawat batu notabene saya tidak pernah jerawat mungkin skin care nya tidak cocok dikulit saya,langsung muncul jerawat kecil dan jerawat batu notabene saya tidak pernah jerawat mungkin skin care nya tidak cocok dikulit saya
309,setelah menggunakan azarine tiba muncul jerat keci dan jerawat batu dan harus cek kedokter mungkin karena skin care nya ngk cocok buat kulit saya buat teman yang mau menggunakan kalau memang udah ngk cocok jangan diterusin jangan seperti yang saya alami,setelah menggunakan azarine tiba muncul jerat keci dan jerawat batu dan harus cek kedokter mungkin karena skin care nya enggak cocok buat kulit saya buat teman yang mau menggunakan kalau memang sudah enggak cocok jangan diterusin jangan seperti yang saya alami
310,pemakaian bulan belum ada perubahan,pemakaian bulan belum ada perubahan
311,sempet beberapa kali dibatalkan karena paketnya ilang di jalan hadehh capek pokoknya nungguin,sempat beberapa kali dibatalkan karena paketnya hilang di jalan hadehh capek pokoknya menunggu
312,lamanya minta ampun di serahkan di kurir,lamanya meminta ampun di serahkan di kurir
313,lamanya mnt ampun di serahkan di kurir,lamanya minta ampun di serahkan di kurir
314,saya pesan pack yg dikirim hanya pack pembeli tidak memberika penjelasan mengenai complain saya sungguh mengecewakan sampai akhirnya pitching menggunakan sunscreen lain yg service quality dari tokonya lebih baik,saya pesan pack yang dikirim hanya pack pembeli tidak memberika penjelasan mengenai complain saya sungguh mengecewakan sampai akhirnya pitching menggunakan sunscreen lain yang service quality dari tokonya lebih baik
315,lama banget baru diproses barang jadi lama sampai pesan produk berbeda yg datang cuma mending beli di toko lain,lama banget baru diproses barang jadi lama sampai pesan produk berbeda yang datang cuma mending beli di toko lain
316,ya iyalah kecewa kan barangnya ga ada komplain barang yg dikirim kurang gampang banget tinggal setujui aja balikin uang ga ada konfirmasi apa apa kalau barang tidak ada mana barang dikirim lama banget udah nunggu lama ga ada barangnya gimana ga super kecewa pesan tanggal baru diproses tanggal karena katanya libur ya itu dijawab soalnya nanya kalo ga nanya paling batal otomatis sabar sabar aja kalo masih mau pesan di sini berharap dapat pelayanan terbaik karena ini toko official malah kaya gini,ya iyalah kecewa kan barangnya enggak ada komplain barang yang dikirim kurang gampang banget tinggal setujui saja balikin uang enggak ada konfirmasi apa apa kalau barang tidak ada mana barang dikirim lama banget sudah menunggu lama enggak ada barangnya bagaimana enggak super kecewa pesan tanggal baru diproses tanggal karena katanya libur ya itu dijawab soalnya bertanya kalo enggak bertanya paling batal otomatis sabar sabar saja kalo masih mau pesan di sini berharap dapat pelayanan terbaik karena ini toko official malah kayak begini
317,kecewa td padahal sdh bayar pesanan melalui indomaret sebelum waktu yg ditentukan berakhir tapi pas sdh selesai pembayaran malah dibatalkan keterangan nya pesanan sdh dibayar sama pembeli lain lain kali lakukan pembayaran secepatnya ya tapi katanya itu pihak tokped nya yg membatalkan gak tau deh,kecewa tadi padahal sudah bayar pesanan melalui indomaret sebelum waktu yang ditentukan berakhir tapi pas sudah selesai pembayaran malah dibatalkan keterangan nya pesanan sudah dibayar sama pembeli lain lain kali lakukan pembayaran secepatnya ya tapi katanya itu pihak tokped nya yang membatalkan enggak tau deh
318,aku belanja disini ketawa sekali order tgl ga di proses proses harus nya tgl di kirim sekalinya di proses ga di kirim kirim aku cancel malah di terus in tapi ga di kirim kirim juga jgn alesan ini itu blabla aku yg order di toko sebelah tgl langsung proses dan dikirim order ditoko ini lelet dan lama terus terang aku kecewa dgn pelayanan nya yg kurang,aku belanja disini ketawa sekali order tanggal enggak di proses proses harus nya tanggal di kirim sekalinya di proses enggak di kirim kirim aku cancel malah di terus ini tapi enggak di kirim kirim juga jangan alesan ini itu blabla aku yang order di toko sebelah tanggal langsung proses dan dikirim order ditoko ini lelet dan lama terus terang aku kecewa dengan pelayanan nya yang kurang
319,barang kosong tidak ada konfirmasi dan urus pengembalian dana sangat sulit slow respon tidak ada solusi,barang kosong tidak ada konfirmasi dan urus pengembalian dana sangat sulit slow respon tidak ada solusi
