,Review,Review_norm,review_tokens,review_tokens_SR
152,teksturnya ringan kayak air cepat meresap dan minim fragrance aku suka serum ini karena ga bikin gampang break out tipe kulitku berminyak masalah kulitku pori besar,teksturnya ringan kayak air cepat meresap dan minim fragrance aku suka serum ini karena enggak bikin gampang break out tipe kulitku berminyak masalah kulitku pori besar,"['teksturnya', 'ringan', 'kayak', 'air', 'cepat', 'meresap', 'dan', 'minim', 'fragrance', 'aku', 'suka', 'serum', 'ini', 'karena', 'enggak', 'bikin', 'gampang', 'break', 'out', 'tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar']","['teksturnya', 'ringan', 'kayak', 'air', 'cepat', 'meresap', 'minim', 'fragrance', 'aku', 'suka', 'serum', 'enggak', 'bikin', 'gampang', 'break', 'out', 'tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar']"
153,pengiriman ke medan cepat cuma sayangnya jasa pengirimannya kurir rekomendasi  kdg bermasalah nyasar lebih baik diperhatikan kembali bekerjasama dengan jasa pengiriman yg seperti apa baiknya karena untk ajukan komplain produk juga harus nunggu maksimal hari pembeli udh panik duluan dong klo paketnya malah nyampe ke rumah org yg ntah dmna tanpa ada kabar dari kurir tau dibilang udh diterima pembeli,pengiriman ke medan cepat cuma sayangnya jasa pengirimannya kurir rekomendasi  kadang bermasalah nyasar lebih baik diperhatikan kembali bekerjasama dengan jasa pengiriman yang seperti apa baiknya karena untuk ajukan komplain produk juga harus menunggu maksimal hari pembeli sudah panik duluan dong kalo paketnya malah sampai ke rumah orang yang entah dimana tanpa ada kabar dari kurir tau dibilang sudah diterima pembeli,"['pengiriman', 'ke', 'medan', 'cepat', 'cuma', 'sayangnya', 'jasa', 'pengirimannya', 'kurir', 'rekomendasi', 'kadang', 'bermasalah', 'nyasar', 'lebih', 'baik', 'diperhatikan', 'kembali', 'bekerjasama', 'dengan', 'jasa', 'pengiriman', 'yang', 'seperti', 'apa', 'baiknya', 'karena', 'untuk', 'ajukan', 'komplain', 'produk', 'juga', 'harus', 'menunggu', 'maksimal', 'hari', 'pembeli', 'sudah', 'panik', 'duluan', 'dong', 'kalo', 'paketnya', 'malah', 'sampai', 'ke', 'rumah', 'orang', 'yang', 'entah', 'dimana', 'tanpa', 'ada', 'kabar', 'dari', 'kurir', 'tau', 'dibilang', 'sudah', 'diterima', 'pembeli']","['pengiriman', 'medan', 'cepat', 'cuma', 'sayangnya', 'jasa', 'pengirimannya', 'kurir', 'rekomendasi', 'kadang', 'bermasalah', 'nyasar', 'lebih', 'baik', 'diperhatikan', 'bekerjasama', 'jasa', 'pengiriman', 'apa', 'baiknya', 'ajukan', 'komplain', 'produk', 'menunggu', 'maksimal', 'hari', 'pembeli', 'panik', 'duluan', 'dong', 'kalo', 'paketnya', 'malah', 'rumah', 'orang', 'entah', 'kabar', 'kurir', 'tau', 'dibilang', 'diterima', 'pembeli']"
154,gatal dan panas banget ga bisa tidur sudah tanya admin chat sblmnya keluhan muka saya dan direkomendasi in beli ini cuma  pakai gatal banget tengah malem bangun ga kuat sampe cuci muka lagi,gatal dan panas banget enggak bisa tidur sudah tanya admin chat sebelumnya keluhan muka saya dan direkomendasi ini beli ini cuma  pakai gatal banget tengah malam bangun enggak kuat sampai cuci muka lagi,"['gatal', 'dan', 'panas', 'banget', 'enggak', 'bisa', 'tidur', 'sudah', 'tanya', 'admin', 'chat', 'sebelumnya', 'keluhan', 'muka', 'saya', 'dan', 'direkomendasi', 'ini', 'beli', 'ini', 'cuma', 'pakai', 'gatal', 'banget', 'tengah', 'malam', 'bangun', 'enggak', 'kuat', 'sampai', 'cuci', 'muka', 'lagi']","['gatal', 'panas', 'banget', 'enggak', 'tidur', 'tanya', 'admin', 'chat', 'sebelumnya', 'keluhan', 'muka', 'direkomendasi', 'beli', 'cuma', 'pakai', 'gatal', 'banget', 'tengah', 'malam', 'bangun', 'enggak', 'kuat', 'cuci', 'muka']"
155,cepat banget nyampenya pesan kemarin hari ini sudah datang aja baru pertama kali pakai produk somethinc semoga cocok untuk wajahku dan bikin glowing tipe kulitku berminyak,cepat banget sampainya pesan kemarin hari ini sudah datang saja baru pertama kali pakai produk somethinc semoga cocok untuk wajahku dan bikin glowing tipe kulitku berminyak,"['cepat', 'banget', 'sampainya', 'pesan', 'kemarin', 'hari', 'ini', 'sudah', 'datang', 'saja', 'baru', 'pertama', 'kali', 'pakai', 'produk', 'somethinc', 'semoga', 'cocok', 'untuk', 'wajahku', 'dan', 'bikin', 'glowing', 'tipe', 'kulitku', 'berminyak']","['cepat', 'banget', 'sampainya', 'pesan', 'kemarin', 'hari', 'datang', 'baru', 'pertama', 'kali', 'pakai', 'produk', 'somethinc', 'semoga', 'cocok', 'wajahku', 'bikin', 'glowing', 'tipe', 'kulitku', 'berminyak']"
156,penipu,penipu,['penipu'],['penipu']
157,saya belum coba lama produk nya baru sekitar hari tapi rasanya nyaman nyaman saja admin fast respon dan packaging ok dibuatkan seolah barang premium,saya belum coba lama produk nya baru sekitar hari tapi rasanya nyaman nyaman saja admin fast respon dan packaging ok dibuatkan seolah barang premium,"['saya', 'belum', 'coba', 'lama', 'produk', 'nya', 'baru', 'sekitar', 'hari', 'tapi', 'rasanya', 'nyaman', 'nyaman', 'saja', 'admin', 'fast', 'respon', 'dan', 'packaging', 'ok', 'dibuatkan', 'seolah', 'barang', 'premium']","['coba', 'lama', 'produk', 'nya', 'baru', 'hari', 'rasanya', 'nyaman', 'nyaman', 'admin', 'fast', 'respon', 'packaging', 'dibuatkan', 'barang', 'premium']"
158,mantapp barangnya sdh diterima yoooo smoga berguna,mantap barangnya sudah diterima ya semoga berguna,"['mantap', 'barangnya', 'sudah', 'diterima', 'ya', 'semoga', 'berguna']","['mantap', 'barangnya', 'diterima', 'semoga', 'berguna']"
159,produk sesuai deskripsi pack aman dan cepaat mantap,produk sesuai deskripsi pack aman dan cepaat mantap,"['produk', 'sesuai', 'deskripsi', 'pack', 'aman', 'dan', 'cepaat', 'mantap']","['produk', 'sesuai', 'deskripsi', 'pack', 'aman', 'cepaat', 'mantap']"
160,proses cepat pengiriman cepat produk sesuai terima kasih,proses cepat pengiriman cepat produk sesuai terima kasih,"['proses', 'cepat', 'pengiriman', 'cepat', 'produk', 'sesuai', 'terima', 'kasih']","['proses', 'cepat', 'pengiriman', 'cepat', 'produk', 'sesuai', 'terima', 'kasih']"
161,dapet harga rb yeaaaay,dapat harga ribu yeaaaay,"['dapat', 'harga', 'ribu', 'yeaaaay']","['harga', 'ribu', 'yeaaaay']"
162,packaging rapi dan niat padahal cm beli eyeliner,packaging rapi dan niat padahal cuma beli eyeliner,"['packaging', 'rapi', 'dan', 'niat', 'padahal', 'cuma', 'beli', 'eyeliner']","['packaging', 'rapi', 'niat', 'padahal', 'cuma', 'beli', 'eyeliner']"
163,baru coba semoga cocok shade nina ini kalau moisturizer nya sudah andalan banget tipe kulitku berminyak tipe kulitku kombinasi under tone kulitku netral,baru coba semoga cocok shade nina ini kalau moisturizer nya sudah andalan banget tipe kulitku berminyak tipe kulitku kombinasi under tone kulitku netral,"['baru', 'coba', 'semoga', 'cocok', 'shade', 'nina', 'ini', 'kalau', 'moisturizer', 'nya', 'sudah', 'andalan', 'banget', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi', 'under', 'tone', 'kulitku', 'netral']","['baru', 'coba', 'semoga', 'cocok', 'shade', 'nina', 'kalau', 'moisturizer', 'nya', 'andalan', 'banget', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi', 'under', 'tone', 'kulitku', 'netral']"
164,pas untuk tipe kulitku kombinasi under tone kulitku warm,pas untuk tipe kulitku kombinasi under tone kulitku warm,"['pas', 'untuk', 'tipe', 'kulitku', 'kombinasi', 'under', 'tone', 'kulitku', 'warm']","['pas', 'tipe', 'kulitku', 'kombinasi', 'under', 'tone', 'kulitku', 'warm']"
165,barangnya sudah datang dengan selamat semoga cocok di kulit aku,barangnya sudah datang dengan selamat semoga cocok di kulit aku,"['barangnya', 'sudah', 'datang', 'dengan', 'selamat', 'semoga', 'cocok', 'di', 'kulit', 'aku']","['barangnya', 'datang', 'selamat', 'semoga', 'cocok', 'kulit', 'aku']"
166,dpt potongan harga plus dikasih bonus penjepit bulu mata terimakasih somethinc,dapat potongan harga plus dikasih bonus penjepit bulu mata terima kasih somethinc,"['dapat', 'potongan', 'harga', 'plus', 'dikasih', 'bonus', 'penjepit', 'bulu', 'mata', 'terima', 'kasih', 'somethinc']","['potongan', 'harga', 'plus', 'dikasih', 'bonus', 'penjepit', 'bulu', 'mata', 'terima', 'kasih', 'somethinc']"
167,facial wash favorit membersihkan dgn baik tidak bikin kulit kering,facial wash favorit membersihkan dengan baik tidak bikin kulit kering,"['facial', 'wash', 'favorit', 'membersihkan', 'dengan', 'baik', 'tidak', 'bikin', 'kulit', 'kering']","['facial', 'wash', 'favorit', 'membersihkan', 'baik', 'bikin', 'kulit', 'kering']"
168,beli banyak pcs murah satuan jadi ribuan tapi sayang ed awal gak ada di deskripsi,beli banyak pcs murah satuan jadi ribuan tapi sayang ed awal enggak ada di deskripsi,"['beli', 'banyak', 'pcs', 'murah', 'satuan', 'jadi', 'ribuan', 'tapi', 'sayang', 'ed', 'awal', 'enggak', 'ada', 'di', 'deskripsi']","['beli', 'banyak', 'pcs', 'murah', 'satuan', 'jadi', 'ribuan', 'sayang', 'ed', 'awal', 'enggak', 'deskripsi']"
169,barang diterima dengan baik kurir cepat dan terima kasih bonusnya,barang diterima dengan baik kurir cepat dan terima kasih bonusnya,"['barang', 'diterima', 'dengan', 'baik', 'kurir', 'cepat', 'dan', 'terima', 'kasih', 'bonusnya']","['barang', 'diterima', 'baik', 'kurir', 'cepat', 'terima', 'kasih', 'bonusnya']"
170,yeayyy finally sampai juga packing aman dan rapih lumayan dapat potongan harga terima kasih seller,yeayyy finally sampai juga packing aman dan rapi lumayan dapat potongan harga terima kasih seller,"['yeayyy', 'finally', 'sampai', 'juga', 'packing', 'aman', 'dan', 'rapi', 'lumayan', 'dapat', 'potongan', 'harga', 'terima', 'kasih', 'seller']","['yeayyy', 'finally', 'packing', 'aman', 'rapi', 'lumayan', 'potongan', 'harga', 'terima', 'kasih', 'seller']"
171,aplikasinya mudah ga mbleber dan ujungnya runcing warnanya jg jetblack love it,aplikasinya mudah enggak mbleber dan ujungnya runcing warnanya juga jetblack love itu,"['aplikasinya', 'mudah', 'enggak', 'mbleber', 'dan', 'ujungnya', 'runcing', 'warnanya', 'juga', 'jetblack', 'love', 'itu']","['aplikasinya', 'mudah', 'enggak', 'mbleber', 'ujungnya', 'runcing', 'warnanya', 'jetblack', 'love']"
172,sampenya cepet cuma seharii,sampai cepat cuma seharii,"['sampai', 'cepat', 'cuma', 'seharii']","['cepat', 'cuma', 'seharii']"
173,under tone kulitku cool tipe kulitku kombinasi lipsticknya beneran transferproof sangat matte dan light recommended for daily use juga karena lumayan tahan lama sunscreennya berat untuk ukuran sunscreen tp lighter than foundie finishingnya dewy dan coveragenya average easy to blend dan kalau udah set gak terlalu transfer,under tone kulitku cool tipe kulitku kombinasi lipsticknya benaran transferproof sangat matte dan light recommended for daily use juga karena lumayan tahan lama sunscreennya berat untuk ukuran sunscreen tapi lighter tahan foundie finishingnya dewy dan coveragenya average easy tapi blend dan kalau sudah set enggak terlalu transfer,"['under', 'tone', 'kulitku', 'cool', 'tipe', 'kulitku', 'kombinasi', 'lipsticknya', 'benaran', 'transferproof', 'sangat', 'matte', 'dan', 'light', 'recommended', 'for', 'daily', 'use', 'juga', 'karena', 'lumayan', 'tahan', 'lama', 'sunscreennya', 'berat', 'untuk', 'ukuran', 'sunscreen', 'tapi', 'lighter', 'tahan', 'foundie', 'finishingnya', 'dewy', 'dan', 'coveragenya', 'average', 'easy', 'tapi', 'blend', 'dan', 'kalau', 'sudah', 'set', 'enggak', 'terlalu', 'transfer']","['under', 'tone', 'kulitku', 'cool', 'tipe', 'kulitku', 'kombinasi', 'lipsticknya', 'benaran', 'transferproof', 'sangat', 'matte', 'light', 'recommended', 'for', 'daily', 'use', 'lumayan', 'tahan', 'lama', 'sunscreennya', 'berat', 'ukuran', 'sunscreen', 'lighter', 'tahan', 'foundie', 'finishingnya', 'dewy', 'coveragenya', 'average', 'easy', 'blend', 'kalau', 'set', 'enggak', 'terlalu', 'transfer']"
174,paket aman ga ada kerusakan,paket aman enggak ada kerusakan,"['paket', 'aman', 'enggak', 'ada', 'kerusakan']","['paket', 'aman', 'enggak', 'kerusakan']"
175,kulit ku kering  zone dan minyakan di  zone semoga cocok ga bikin makin berminyak soalnya sama cushion nya aku cocok bgt,kulit ku kering  zone dan minyakan di  zone semoga cocok enggak bikin makin berminyak soalnya sama cushion nya aku cocok banget,"['kulit', 'ku', 'kering', 'zone', 'dan', 'minyakan', 'di', 'zone', 'semoga', 'cocok', 'enggak', 'bikin', 'makin', 'berminyak', 'soalnya', 'sama', 'cushion', 'nya', 'aku', 'cocok', 'banget']","['kulit', 'ku', 'kering', 'zone', 'minyakan', 'zone', 'semoga', 'cocok', 'enggak', 'bikin', 'makin', 'berminyak', 'soalnya', 'sama', 'cushion', 'nya', 'aku', 'cocok', 'banget']"
176,lagi diskon parahhh cus langsung belii karna emang bener bagus dan waterproof packaging nya keren aman bgt padahal pensil aja gitu tapi kotak nya kek paket skincare,lagi diskon parah cus langsung beli karena memang benar bagus dan waterproof packaging nya keren aman banget padahal pensil saja begitu tapi kotak nya kayak paket skincare,"['lagi', 'diskon', 'parah', 'cus', 'langsung', 'beli', 'karena', 'memang', 'benar', 'bagus', 'dan', 'waterproof', 'packaging', 'nya', 'keren', 'aman', 'banget', 'padahal', 'pensil', 'saja', 'begitu', 'tapi', 'kotak', 'nya', 'kayak', 'paket', 'skincare']","['diskon', 'parah', 'cus', 'langsung', 'beli', 'memang', 'benar', 'bagus', 'waterproof', 'packaging', 'nya', 'keren', 'aman', 'banget', 'padahal', 'pensil', 'kotak', 'nya', 'kayak', 'paket', 'skincare']"
177,si lokal yg okeeee happy krn smua serum yg kupake cucok,sih lokal yang oke happy karena semua serum yang kupake cocok,"['sih', 'lokal', 'yang', 'oke', 'happy', 'karena', 'semua', 'serum', 'yang', 'kupake', 'cocok']","['sih', 'lokal', 'oke', 'happy', 'semua', 'serum', 'kupake', 'cocok']"
178,tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan tipe kulitku kering masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan tipe kulitku kering masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'kering', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'kering', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']"
179,original fast delivery great packing,original fast delivery great packing,"['original', 'fast', 'delivery', 'great', 'packing']","['original', 'fast', 'delivery', 'great', 'packing']"
180,baru mau nyoba  semoga cocok,baru mau mencoba  semoga cocok,"['baru', 'mau', 'mencoba', 'semoga', 'cocok']","['baru', 'mau', 'mencoba', 'semoga', 'cocok']"
181,blom dicoba smoga bagus,belum dicoba semoga bagus,"['belum', 'dicoba', 'semoga', 'bagus']","['dicoba', 'semoga', 'bagus']"
182,harga murah dpt  plus dapat cashback rb maa syaa allah,harga murah dapat  plus dapat cashback ribu maa syaa allah,"['harga', 'murah', 'dapat', 'plus', 'dapat', 'cashback', 'ribu', 'maa', 'syaa', 'allah']","['harga', 'murah', 'plus', 'cashback', 'ribu', 'maa', 'syaa', 'allah']"
183,bagus sekali suka banget cocok di aku ada semriwing nya mana dapat harga murah lagi terimakasih seller,bagus sekali suka banget cocok di aku ada semriwing nya mana dapat harga murah lagi terima kasih seller,"['bagus', 'sekali', 'suka', 'banget', 'cocok', 'di', 'aku', 'ada', 'semriwing', 'nya', 'mana', 'dapat', 'harga', 'murah', 'lagi', 'terima', 'kasih', 'seller']","['bagus', 'sekali', 'suka', 'banget', 'cocok', 'aku', 'semriwing', 'nya', 'mana', 'harga', 'murah', 'terima', 'kasih', 'seller']"
184,thank you kak barangnya sudah sampai terima kasih bonusnya,thank you kak barangnya sudah sampai terima kasih bonusnya,"['thank', 'you', 'kak', 'barangnya', 'sudah', 'sampai', 'terima', 'kasih', 'bonusnya']","['thank', 'you', 'kak', 'barangnya', 'terima', 'kasih', 'bonusnya']"
185,cepat sampainya packing aman banget,cepat sampainya packing aman banget,"['cepat', 'sampainya', 'packing', 'aman', 'banget']","['cepat', 'sampainya', 'packing', 'aman', 'banget']"
186,barang sampai dgn baik,barang sampai dengan baik,"['barang', 'sampai', 'dengan', 'baik']","['barang', 'baik']"
187,waaaaaawww,wow,['wow'],['wow']
188,tipe kulitku sensitif masalah kulitku jerawat tipe kulitku kering,tipe kulitku sensitif masalah kulitku jerawat tipe kulitku kering,"['tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kering']"
189,terbaik memang tidak pernah gagal dari dlu,terbaik memang tidak pernah gagal dari dulu,"['terbaik', 'memang', 'tidak', 'pernah', 'gagal', 'dari', 'dulu']","['terbaik', 'memang', 'pernah', 'gagal', 'dulu']"
190,bwneran baguuus,beneran bagus,"['beneran', 'bagus']","['beneran', 'bagus']"
191,barang sudah sampai pengiriman cepat pengemasan safety,barang sudah sampai pengiriman cepat pengemasan safety,"['barang', 'sudah', 'sampai', 'pengiriman', 'cepat', 'pengemasan', 'safety']","['barang', 'pengiriman', 'cepat', 'pengemasan', 'safety']"
192,mantap pengirimannya cepat packing aman besar banget padahal isinya kecil dan didalamnya dilapis lg dengan bubble wrap,mantap pengirimannya cepat packing aman besar banget padahal isinya kecil dan didalamnya dilapis lagi dengan bubble wrap,"['mantap', 'pengirimannya', 'cepat', 'packing', 'aman', 'besar', 'banget', 'padahal', 'isinya', 'kecil', 'dan', 'didalamnya', 'dilapis', 'lagi', 'dengan', 'bubble', 'wrap']","['mantap', 'pengirimannya', 'cepat', 'packing', 'aman', 'besar', 'banget', 'padahal', 'isinya', 'kecil', 'didalamnya', 'dilapis', 'bubble', 'wrap']"
193,warnanya bagus tahan lama ringan di bibir,warnanya bagus tahan lama ringan di bibir,"['warnanya', 'bagus', 'tahan', 'lama', 'ringan', 'di', 'bibir']","['warnanya', 'bagus', 'tahan', 'lama', 'ringan', 'bibir']"
194,dapet gift penjepit bulu mata dan baguss happy thanks somethinc,dapat gift penjepit bulu mata dan bagus happy thanks somethinc,"['dapat', 'gift', 'penjepit', 'bulu', 'mata', 'dan', 'bagus', 'happy', 'thanks', 'somethinc']","['gift', 'penjepit', 'bulu', 'mata', 'bagus', 'happy', 'thanks', 'somethinc']"
195,maaf tapi di saya masih luntur eyeliner nya,maaf tapi di saya masih luntur eyeliner nya,"['maaf', 'tapi', 'di', 'saya', 'masih', 'luntur', 'eyeliner', 'nya']","['maaf', 'luntur', 'eyeliner', 'nya']"
196,barang cepat sampai walaupun pesan nya malam dan barang nya sampai esok harinya,barang cepat sampai walaupun pesan nya malam dan barang nya sampai esok harinya,"['barang', 'cepat', 'sampai', 'walaupun', 'pesan', 'nya', 'malam', 'dan', 'barang', 'nya', 'sampai', 'esok', 'harinya']","['barang', 'cepat', 'walaupun', 'pesan', 'nya', 'malam', 'barang', 'nya', 'esok', 'harinya']"
197,paket aman tdk pecah lipstick shade soleyn jatuh nya coral sedikit coklat muda di saya texture kering harus pakai lipbalm dulu aebelum di swipe bedak translucent menghaluskan texture kulit tapi tidak menutup noda bekas jerawat pori memang fungsi nya lbh buat setting powder atau untuk yg benar natural tanpa warna,paket aman tidak pecah lipstick shade soleyn jatuh nya coral sedikit coklat muda di saya texture kering harus pakai lipbalm dulu aebelum di swipe bedak translucent menghaluskan texture kulit tapi tidak menutup noda bekas jerawat pori memang fungsi nya lebih buat setting powder atau untuk yang benar natural tanpa warna,"['paket', 'aman', 'tidak', 'pecah', 'lipstick', 'shade', 'soleyn', 'jatuh', 'nya', 'coral', 'sedikit', 'coklat', 'muda', 'di', 'saya', 'texture', 'kering', 'harus', 'pakai', 'lipbalm', 'dulu', 'aebelum', 'di', 'swipe', 'bedak', 'translucent', 'menghaluskan', 'texture', 'kulit', 'tapi', 'tidak', 'menutup', 'noda', 'bekas', 'jerawat', 'pori', 'memang', 'fungsi', 'nya', 'lebih', 'buat', 'setting', 'powder', 'atau', 'untuk', 'yang', 'benar', 'natural', 'tanpa', 'warna']","['paket', 'aman', 'pecah', 'lipstick', 'shade', 'soleyn', 'jatuh', 'nya', 'coral', 'sedikit', 'coklat', 'muda', 'texture', 'kering', 'pakai', 'lipbalm', 'dulu', 'aebelum', 'swipe', 'bedak', 'translucent', 'menghaluskan', 'texture', 'kulit', 'menutup', 'noda', 'bekas', 'jerawat', 'pori', 'memang', 'fungsi', 'nya', 'lebih', 'buat', 'setting', 'powder', 'benar', 'natural', 'warna']"
198,good lahh,good lah,"['good', 'lah']","['good', 'lah']"
199,selalu berlangganan mantap kulitku jadi kinclong jadi glowing sampe sekampung nyangka aku ini orang korea,selalu berlangganan mantap kulitku jadi kinclong jadi glowing sampai sekampung menyangka aku ini orang korea,"['selalu', 'berlangganan', 'mantap', 'kulitku', 'jadi', 'kinclong', 'jadi', 'glowing', 'sampai', 'sekampung', 'menyangka', 'aku', 'ini', 'orang', 'korea']","['selalu', 'berlangganan', 'mantap', 'kulitku', 'jadi', 'kinclong', 'jadi', 'glowing', 'sekampung', 'menyangka', 'aku', 'orang', 'korea']"
200,luber yang tengah,luber yang tengah,"['luber', 'yang', 'tengah']","['luber', 'tengah']"
201,paket aman cepat tiba texture cepat meresap ada sedikit scent seperti bubble gum jadul tidak ada bekas greasy or white cast tidak lengket krn sdg sale harga terjangkau worth to try buat test nyaman dipakai or not biasamya pki sinscreen skinti yg lbh pricey,paket aman cepat tiba texture cepat meresap ada sedikit scent seperti bubble gum jadul tidak ada bekas greasy orang white cast tidak lengket karena sedang sale harga terjangkau worth tapi try buat test nyaman dipakai orang not biasamya pki sinscreen skinti yang lebih pricey,"['paket', 'aman', 'cepat', 'tiba', 'texture', 'cepat', 'meresap', 'ada', 'sedikit', 'scent', 'seperti', 'bubble', 'gum', 'jadul', 'tidak', 'ada', 'bekas', 'greasy', 'orang', 'white', 'cast', 'tidak', 'lengket', 'karena', 'sedang', 'sale', 'harga', 'terjangkau', 'worth', 'tapi', 'try', 'buat', 'test', 'nyaman', 'dipakai', 'orang', 'not', 'biasamya', 'pki', 'sinscreen', 'skinti', 'yang', 'lebih', 'pricey']","['paket', 'aman', 'cepat', 'tiba', 'texture', 'cepat', 'meresap', 'sedikit', 'scent', 'bubble', 'gum', 'jadul', 'bekas', 'greasy', 'orang', 'white', 'cast', 'lengket', 'sedang', 'sale', 'harga', 'terjangkau', 'worth', 'try', 'buat', 'test', 'nyaman', 'dipakai', 'orang', 'not', 'biasamya', 'pki', 'sinscreen', 'skinti', 'lebih', 'pricey']"
202,sementara fotonya setelah pemakaian bulan semoga masih dikasih kesempatan update review hasilnya soalnya biasa cuma pakai yang skin barrier nya somethinc tapi karena bulan penuh kemarin rutin olahraga di luar jadinya kok kusam jadi ini pertama coba serum dari dunia perputihan,sementara fotonya setelah pemakaian bulan semoga masih dikasih kesempatan update review hasilnya soalnya biasa cuma pakai yang skin barrier nya somethinc tapi karena bulan penuh kemarin rutin olahraga di luar jadinya kok kusam jadi ini pertama coba serum dari dunia perputihan,"['sementara', 'fotonya', 'setelah', 'pemakaian', 'bulan', 'semoga', 'masih', 'dikasih', 'kesempatan', 'update', 'review', 'hasilnya', 'soalnya', 'biasa', 'cuma', 'pakai', 'yang', 'skin', 'barrier', 'nya', 'somethinc', 'tapi', 'karena', 'bulan', 'penuh', 'kemarin', 'rutin', 'olahraga', 'di', 'luar', 'jadinya', 'kok', 'kusam', 'jadi', 'ini', 'pertama', 'coba', 'serum', 'dari', 'dunia', 'perputihan']","['fotonya', 'pemakaian', 'bulan', 'semoga', 'dikasih', 'kesempatan', 'update', 'review', 'hasilnya', 'soalnya', 'biasa', 'cuma', 'pakai', 'skin', 'barrier', 'nya', 'somethinc', 'bulan', 'penuh', 'kemarin', 'rutin', 'olahraga', 'luar', 'jadinya', 'kok', 'kusam', 'jadi', 'pertama', 'coba', 'serum', 'dunia', 'perputihan']"
203,packing rapih aman proses pengiriman cepat barangnya dalam kondisi baik belum dicoba semoga cocok hasilnya bagus,packing rapi aman proses pengiriman cepat barangnya dalam kondisi baik belum dicoba semoga cocok hasilnya bagus,"['packing', 'rapi', 'aman', 'proses', 'pengiriman', 'cepat', 'barangnya', 'dalam', 'kondisi', 'baik', 'belum', 'dicoba', 'semoga', 'cocok', 'hasilnya', 'bagus']","['packing', 'rapi', 'aman', 'proses', 'pengiriman', 'cepat', 'barangnya', 'kondisi', 'baik', 'dicoba', 'semoga', 'cocok', 'hasilnya', 'bagus']"
204,thank you,thank you,"['thank', 'you']","['thank', 'you']"
205,kalo ini udh pernah pake sebelumnya dan cocok aja sih thanks seller,kalo ini sudah pernah pakai sebelumnya dan cocok saja sih thanks seller,"['kalo', 'ini', 'sudah', 'pernah', 'pakai', 'sebelumnya', 'dan', 'cocok', 'saja', 'sih', 'thanks', 'seller']","['kalo', 'pernah', 'pakai', 'sebelumnya', 'cocok', 'sih', 'thanks', 'seller']"
206,ini juga baru mau coba semoga cocok thanks seller,ini juga baru mau coba semoga cocok thanks seller,"['ini', 'juga', 'baru', 'mau', 'coba', 'semoga', 'cocok', 'thanks', 'seller']","['baru', 'mau', 'coba', 'semoga', 'cocok', 'thanks', 'seller']"
207,baru mau coba semoga cocok,baru mau coba semoga cocok,"['baru', 'mau', 'coba', 'semoga', 'cocok']","['baru', 'mau', 'coba', 'semoga', 'cocok']"
208,sip,sip,['sip'],['sip']
209,waterproof dan tahan lama,waterproof dan tahan lama,"['waterproof', 'dan', 'tahan', 'lama']","['waterproof', 'tahan', 'lama']"
210,ringan masih transfer walopun udah pake setting spray setelah botol dikocok isinya suka beleberrr shade bijoux ini versatile sekali ternyata,ringan masih transfer walopun sudah pakai setting spray setelah botol dikocok isinya suka beleber shade bijoux ini versatile sekali ternyata,"['ringan', 'masih', 'transfer', 'walopun', 'sudah', 'pakai', 'setting', 'spray', 'setelah', 'botol', 'dikocok', 'isinya', 'suka', 'beleber', 'shade', 'bijoux', 'ini', 'versatile', 'sekali', 'ternyata']","['ringan', 'transfer', 'walopun', 'pakai', 'setting', 'spray', 'botol', 'dikocok', 'isinya', 'suka', 'beleber', 'shade', 'bijoux', 'versatile', 'sekali', 'ternyata']"
